Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Event Name,Country,ISO,Region,Location,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured
2005-0810-PHL,2005,Technological,Technological,Miscellaneous accident,Ammunition bunker,Philippines (the),PHL,South-Eastern Asia,Manila,2005,9,12,2005,9,12,,107
2005-0608-PHL,2005,Technological,Technological,Industrial accident,Effondrement dans un mine,Philippines (the),PHL,South-Eastern Asia,L'île de Mindanao (Sud),2005,10,26,2005,10,26,24,
2005-0742-PHL,2005,Technological,Technological,Miscellaneous accident,Food poisoning,Philippines (the),PHL,South-Eastern Asia,Mabini,2005,3,9,2005,3,9,29,
2005-0773-PHL,2005,Technological,Technological,Miscellaneous accident,Food poisoning,Philippines (the),PHL,South-Eastern Asia,,2005,7,16,2005,7,17,,134
2005-0807-PHL,2005,Technological,Technological,Miscellaneous accident,Shanty town,Philippines (the),PHL,South-Eastern Asia,Navotas (Manila),2005,6,14,2005,6,14,,
2005-0284-PHL,2005,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Cotabato City, Dinaig, Kabuntalen, Parang, Sultan Kudarat areas (Shariff Kabunsuan district, ARMM province)",2005,5,12,2005,5,12,1,
2005-0220-TCD,2005,Natural,Biological,Epidemic,,Chad,TCD,Middle Africa,"Batha, Ndjamena, Chari-Baguirmi, Moyen-Chari, Tandjile, Ouaddai, Wadi Fara",2005,1,3,2005,5,15,115,
2005-0530-USA,2005,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,Wisconsin province,2005,8,18,2005,8,18,,
2005-0682-USA,2005,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Idaho, Michigan, Minnesota, Montana, North Dakota, Oregon, South Dakota, Washington, Wisconsin, Wyoming provinces",2005,12,8,2005,12,9,10,
2005-0203-USA,2005,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"New Jersey, Pennsylvania, New York, Maine provinces",2005,4,1,2005,4,6,2,
2005-0351-USA,2005,Natural,Meteorological,Storm,"Hurricane ""Dennis""",United States of America (the),USA,Northern America,"Florida, Georgia provinces",2005,7,10,2005,7,10,5,
2005-0687-USA,2005,Natural,Meteorological,Extreme temperature,,United States of America (the),USA,Northern America,"Arizona, Nevada, Oklahoma, Utah, Missouri, Kentucky, Ohio, Mississippi provinces",2005,7,4,2005,7,30,33,31
2005-0700-USA,2005,Technological,Technological,Transport accident,Bimoteur Grumman G-73T,United States of America (the),USA,Northern America,Near Miami Beach (Florida),2005,12,19,2005,12,19,19,
2005-0546-USA,2005,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,Near Dallas (Texas),2005,9,23,2005,9,23,24,17
2005-0562-USA,2005,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,New York state,2005,10,2,2005,10,2,21,
2006-0180-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Amador, Calaveras, Fresno, Merced, San Joaquin, San Mateo, Stanislau districts (California province)",2006,4,4,2006,4,17,1,
2006-0182-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,Kauai district (Hawaii province),2006,3,14,2006,3,23,7,
2006-0483-MEX,2006,Natural,Meteorological,Storm,John,Mexico,MEX,Central America,"Comondu, La Paz districts (Baja California Sur province)",2006,9,2,2006,9,4,7,
2006-0505-MEX,2006,Natural,Meteorological,Storm,Lane,Mexico,MEX,Central America,"Culiacan, Elota, Mazatlan, Escuinapa, El Rosario, San Ignacio, Salvador Alvarado, Concordia, Cosala districts (Sinaloa province)",2006,9,16,2006,9,18,4,
2006-0251-PHL,2006,Natural,Meteorological,Storm,Chanchu (Caloy),Philippines (the),PHL,South-Eastern Asia,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",2006,5,11,2006,5,12,41,
2006-0362-PHL,2006,Natural,Meteorological,Storm,Bilis,Philippines (the),PHL,South-Eastern Asia,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",2006,7,11,2006,7,17,37,
2006-0517-PHL,2006,Natural,Meteorological,Storm,Xangsane (Milenyo),Philippines (the),PHL,South-Eastern Asia,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas) provinces",2006,9,27,2006,10,6,228,406
2006-0600-PHL,2006,Natural,Meteorological,Storm,Cimaron (Paeng),Philippines (the),PHL,South-Eastern Asia,"Cagayan, Quirino, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), Aurora district (Region III (Central Luzon) province), La Union district (Region I (Ilocos region) province)",2006,10,30,2006,11,1,34,58
2006-0704-USA,2006,Natural,Geophysical,Earthquake,,United States of America (the),USA,Northern America,Hawai province,2006,10,15,2006,10,15,,10
2006-0648-PHL,2006,Natural,Meteorological,Storm,Durian (Reming),Philippines (the),PHL,South-Eastern Asia,"Albay, Catanduanes, Camarines Norte, Camarines Sur, Sorsogon districts (Region V (Bicol region) province), Mindoro Occidental, Mindoro Oriental, Marinduque districts (Region IV (Southern Tagalog) province), Batangas, Laguna districts (Region IV-A (Calabarzon) province)",2006,11,30,2006,12,8,1399,2143
2006-0702-PHL,2006,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Kapalong area (Davao del Norte district, Region XI province), Tago area (Surigao del Sur district, Region XIII province), Sta. Josefa area (Agusan del Sur district, Region XIII province), Mondragon, Catarman, Pambujan, San Roque, Catubig, Silvino Lobos areas (Northern Samar district, Region VIII province)",2006,12,27,2006,12,29,,
2006-0610-PHL,2006,Natural,Meteorological,Storm,Queenie (Chebi),Philippines (the),PHL,South-Eastern Asia,"Isabela district (Region II (Cagayan Valley) province), Aurora, Nueva Ecija districts (Region III (Central Luzon) province)",2006,11,13,2006,11,13,6,10
2006-0448-PHL,2006,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Anonan village (Misamis Occidental district, Region X province), Upper Koronel village (Davao Oriental district, Region XI province), Kapatagan area (Lanao Del Norte district, Region X province)",2006,8,,2006,8,,26,
2006-0341-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Maryland, Pennsylvania, New York, Delaware, Virginia, New Jersey provinces",2006,6,25,2006,7,1,11,
2006-0605-PHL,2006,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,Davao del Norte district (Region XI province),2006,10,21,2006,10,27,2,
2006-0161-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Tennessee, Illinois, Arkansas, Indiana, Oklahoma, Missouri, Kentucky, Iowa provinces",2006,4,2,2006,4,3,28,36
2006-0171-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Sumner, Warren districts (Tennessee province), Alabama, Georgia, Indiana, Kansas, Kentucky, Ohio provinces",2006,4,6,2006,4,8,12,160
2006-0257-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Tarrant, Bexar districts (Texas province)",2006,5,1,2006,5,7,1,
2006-0388-PHL,2006,Natural,Meteorological,Storm,Kaemi,Philippines (the),PHL,South-Eastern Asia,Region III (Central Luzon) province,2006,7,24,2006,7,28,4,
2006-0415-PHL,2006,Natural,Meteorological,Storm,Henry,Philippines (the),PHL,South-Eastern Asia,"Tarlac, Zambales, Nueva Ecija districts (Region III (Central Luzon) provinces)",2006,6,30,2006,8,2,8,
2006-0260-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"New Hampshire, Maine, Massachusetts provinces",2006,5,11,2006,5,22,2,
2006-0546-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Mercer, Jessamine, Franklin, Calloway, Montgomery districts (Kentucky province), Sharp, Clay, Fulton, Randolph, Lawrence districts (Arkansas province), Obion district (Tennessee province), Missouri, Indiana, Illinois provinces",2006,9,22,2006,9,26,14,10
2006-0743-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Pennsylvania, Tennessee provinces",2006,11,30,2006,12,3,11,
2006-0604-MEX,2006,Natural,Meteorological,Storm,Paul,Mexico,MEX,Central America,"La Reforma area (Culiacan district, Sinaloa province)",2006,10,25,2006,10,28,4,
2006-0128-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Missouri, Arkansas, Illinois, Indiana, Kansas, Oklahoma provinces",2006,3,11,2006,3,13,10,42
2006-0595-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"North Carolina, Alabama, Arizona, Arkansas, Louisiana, Maryland, Mississippi, Pennsylvania, South Dakota, Texas provinces",2006,11,15,2006,11,16,12,20
2006-0642-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Erie, Niagara, Genesee, Orleans districts (New York province)",2006,10,12,2006,10,14,3,
2006-0466-USA,2006,Natural,Meteorological,Storm,Ernesto,United States of America (the),USA,Northern America,"South Carolina, North Carolina, Virginia provinces",2006,8,2,2006,9,7,6,
2006-0441-PHL,2006,Technological,Technological,Industrial accident,,Philippines (the),PHL,South-Eastern Asia,"Neuva Valencia, San Lorenzo, Sibunag, Buenavista (Guimaras province), Conception, Ajuy (Iloila province), Pulupandan municipality (Negros Occidental)",2006,8,11,2006,8,11,,
2006-0413-MEX,2006,Natural,Hydrological,Flood,,Mexico,MEX,Central America,Juarez district (Chihuahua province),2006,7,27,2006,8,7,,
2006-0407-MEX,2006,Natural,Hydrological,Landslide,,Mexico,MEX,Central America,"Santa Maria Chilchotla municipality (Teotitlan district, Oaxaca state)",2006,8,2,2006,8,2,11,
2006-0498-MEX,2006,Natural,Hydrological,Landslide,,Mexico,MEX,Central America,"Chalchihuitillo village (Mezquital district, Durango province)",2006,9,6,2006,9,6,10,
2006-0709-MEX,2006,Natural,Meteorological,Extreme temperature,,Mexico,MEX,Central America,"Aguascalientes, Baja California, Baja California Sur, Campeche, Chiapas, Chihuahua, Coahuila, Colima, Distrito Federal, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Mexico, Michoacan, Morelos, Nayarit, Nuevo Leon, Oaxaca, Puebla, Queretaro, Quintana Roo, San Luis Potosi, Sinaloa, Sonora, Tabasco, Tamaulipas, Tlaxcala, Veracruz, Yucatan, Zacatecas provinces",2006,11,,2006,11,,5,
2006-0193-MEX,2006,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Centre,2006,4,17,2006,4,17,57,3
2006-0561-MEX,2006,Technological,Technological,Transport accident,,Mexico,MEX,Central America,,2006,10,16,2006,10,16,14,
2006-0691-MEX,2006,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Between Mexico and Queretaro states,2006,12,28,2006,12,28,22,9
2006-0101-MEX,2006,Technological,Technological,Industrial accident,Mine,Mexico,MEX,Central America,San Juan Sabinas,2006,2,19,2006,2,19,65,8
2006-0450-PHL,2006,Natural,Geophysical,Volcanic activity,Mt. Mayon,Philippines (the),PHL,South-Eastern Asia,"Sto Domingo, Daraga, Camalig, Ligao, Legazpi City, Tabaco, Malilipot, Guinobatan areas (Albay district, Region V (Bicol region) province)",2006,8,13,2006,8,13,,
2006-0040-PHL,2006,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Nueva Ecija, Aurora districts (Region III province), Kalinga, Abra districts (CAR province), Cagayan, Isabela districts (Region II province), Quezon district (Region IV-A province)",2006,1,26,2006,2,5,4,
2006-0137-PHL,2006,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Carmen area (Bohol district, Region VII province)",2006,3,4,2006,3,6,1,
2006-0563-PHL,2006,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Pasonanca, Tugbungan, Tumaga, Putik, Guiwan, Baliwasan, San Jose Gusu, Tetuan areas (Zamboanga Del Sur district, Region IX province)",2006,10,4,2006,10,8,3,
2006-0439-PHL,2006,Natural,Hydrological,Landslide,,Philippines (the),PHL,South-Eastern Asia,"Kapatagan area (Lanao Del Norte district, Region X (Northern Mindanao) province), Pagadian area (Zamboanga Del Sur district, Rgion IX (Zamboanga Peninsula) province)",2006,8,13,2006,8,13,6,
2006-0087-PHL,2006,Natural,Hydrological,Landslide,,Philippines (the),PHL,South-Eastern Asia,"Sogod area (Southern Leyte district, Region VIII (Eastern Visayas) province)",2006,2,14,2006,2,14,11,25
2006-0096-PHL,2006,Natural,Hydrological,Landslide,,Philippines (the),PHL,South-Eastern Asia,"Guinsaugon village (Southern Leyte, Region VIII (Eastern Visayas) province)",2006,2,17,2006,2,17,1126,19
2006-0410-PHL,2006,Natural,Meteorological,Storm,Prapiroon,Philippines (the),PHL,South-Eastern Asia,Quirino district (Region II (Cagayan Valley) province),2006,8,2,2006,8,6,6,
2006-0667-PHL,2006,Natural,Meteorological,Storm,Utor (Seniang),Philippines (the),PHL,South-Eastern Asia,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",2006,12,11,2006,12,11,42,42
2006-0650-PHL,2006,Technological,Technological,Industrial accident,,Philippines (the),PHL,South-Eastern Asia,Marialo (Bulacan),2006,11,28,2006,11,28,,
2006-0064-PHL,2006,Technological,Technological,Miscellaneous accident,Stampede,Philippines (the),PHL,South-Eastern Asia,Psaig city (Manilla),2006,2,4,2006,2,4,74,434
2006-0189-PHL,2006,Technological,Technological,Miscellaneous accident,,Philippines (the),PHL,South-Eastern Asia,Zamboaga city,2006,3,23,2006,3,23,,
2006-0686-PHL,2006,Technological,Technological,Miscellaneous accident,Fireworks shop,Philippines (the),PHL,South-Eastern Asia,Ormoc,2006,12,26,2006,12,26,23,9
2006-0711-TCD,2006,Natural,Hydrological,Flood,,Chad,TCD,Middle Africa,"Ndjamena district (Hadjer Lamis province), Sarh district (Barh Koh province), Doba, Bebedjia, Gore districts (Logone Oriental province), Erde-pala district (Mayo-Dala province), Koumra district (Mandoul province)",2006,9,5,2006,10,17,52,
2006-0639-TCD,2006,Natural,Biological,Epidemic,Cholera,Chad,TCD,Middle Africa,"Hadjer Lamis department, Barassola, Tinassoroum, Bol Local (Lake Chad regions)",2006,6,13,2006,6,30,20,
2006-0351-TGO,2006,Natural,Hydrological,Flood,,Togo,TGO,Western Africa,"Agoè Zongo, Silidji boroughs (Lomé city, Golfe district, Maritime province)",2006,6,20,2006,6,28,,
2006-0706-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Daytona beach (Volusia district, Florida province)",2006,12,25,2006,12,25,,
2006-0707-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,Colorado provinces,2006,12,21,2006,12,21,,
2006-0718-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,Kansas province,2006,12,27,2006,12,31,,
2006-0344-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Huron, Erie, Crawford, Lucas, Sandusky districts (Ohio province)",2006,6,22,2006,6,25,2,
2006-0413-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,El Paso district (Texas province),2006,7,27,2006,8,7,,
2006-0418-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,Lake district (Ohio province),2006,7,27,2006,7,30,1,
2006-0461-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,Alaska province,2006,8,19,2006,8,24,,
2006-0566-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Prince William Sound area (Valdez-Cordova district, Alaska province)",2006,10,9,2006,10,14,,
2006-0598-USA,2006,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Washington, Oregon provinces",2006,11,5,2006,11,10,2,
2006-0387-USA,2006,Natural,Meteorological,Extreme temperature,,United States of America (the),USA,Northern America,"Modesto city (Stanislaus district, California province)",2006,7,14,2006,8,15,164,
2006-0427-USA,2006,Natural,Meteorological,Extreme temperature,,United States of America (the),USA,Northern America,New York province,2006,7,30,2006,8,6,24,
2006-0576-USA,2006,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Riverside, Palm Springs cities (Riverside district, California province), San Diego district (California province)",2006,10,26,2006,10,27,4,1
2006-0662-USA,2006,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,Ventura district (California province),2006,12,3,2006,12,6,,
2006-0478-USA,2006,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,Near Lexington airport (Kentucky),2006,8,27,2006,8,27,49,
2006-0399-USA,2006,Technological,Technological,Transport accident,"""Paquebot ""Crown princess""",United States of America (the),USA,Northern America,Florida,2006,7,18,2006,7,18,,100
2006-0005-USA,2006,Technological,Technological,Industrial accident,Mine,United States of America (the),USA,Northern America,Tallmansville (Virginia),2006,1,2,2006,1,2,13,1
2006-0637-USA,2006,Technological,Technological,Miscellaneous accident,Hall for mentally handicapped people,United States of America (the),USA,Northern America,Anderson (Missouri),2006,11,26,2006,11,27,10,19
2006-0374-USA,2006,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,California province,2006,7,9,2006,7,14,1,17
2006-0744-USA,2006,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Oregon, Washington provinces",2006,12,14,2006,12,15,10,
2007-0026-USA,2007,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"California, Texas, Georgia, South Carolina, Oklahoma, Missouri, Iowa, Michigan, New York, Maine, Kansas, Illinois provinces",2007,1,12,2007,1,17,65,220
